Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
PAFAH2	chr1	25998063	chr1	25549145	25550151	0.994006	MEIS2,(0.983016983016983),JUN,(0.96003996003996),BACH2,(0.951048951048951),ZIC3,(0.943056943056943),BACH1,(0.937062937062937),KLF3,(0.936063936063936),TFCP2,(0.936063936063936),SMARCC1,(0.927072927072927),FOSL2,(0.922077922077922),MTF1,(0.918081918081918),HES1,(0.916083916083916),JDP2,(0.914085914085914),TP73,(0.906093906093906),GLI1,(0.901098901098901),HLTF,(0.852147852147852),FOSL1,(0.851148851148851),ATOH1,(0.842157842157842),JUNB,(0.835164835164835),JUND,(0.833166833166833),
PAFAH2	chr1	25998063	chr1	25744148	25744665	0.999001	NR2C1,(0.891108891108891),NR1I3,(0.818181818181818),
PAFAH2	chr1	25998063	chr1	25786522	25787522	0.979021	MITF,(0.983016983016983),JDP2,(0.983016983016983),BACH1,(0.977022977022977),JUN,(0.949050949050949),FOSB,(0.936063936063936),FOSL2,(0.926073926073926),SMARCC1,(0.906093906093906),BACH2,(0.863136863136863),GLIS1,(0.847152847152847),
PAFAH2	chr1	25998063	chr1	26061452	26062257	0.988012	ESRRG,(0.982017982017982),NR2C1,(0.977022977022977),NR2F1,(0.972027972027972),NR1I3,(0.966033966033966),ESRRA,(0.955044955044955),NR4A3,(0.952047952047952),PPARD,(0.95004995004995),ESRRB,(0.939060939060939),NR1I2,(0.896103896103896),NR6A1,(0.85014985014985),NR5A2,(0.84015984015984),
PAFAH2	chr1	25998063	chr1	26224812	26225856	0.998002	PPARG,(0.941058941058941),ZKSCAN4,(0.934065934065934),TCF7L2,(0.893106893106893),ESRRB,(0.867132867132867),RARG,(0.812187812187812),
PCAT7	chr9	94555044	chr9	94941113	94942038	0.956044	MYC,(1),NR2C1,(1),MXI1,(0.999000999000999),MAF,(0.998001998001998),ESR1,(0.997002997002997),HEY1,(0.99000999000999),NR4A3,(0.989010989010989),RXRA,(0.984015984015984),RXRG,(0.983016983016983),FOSB,(0.98001998001998),PPARD,(0.957042957042957),NR1H2,(0.939060939060939),ZNF784,(0.917082917082917),NR1I3,(0.91008991008991),NR2F1,(0.876123876123876),NR2F6,(0.832167832167832),OSR1,(0.818181818181818),
PDIK1L	chr1	26111164	chr1	25744148	25744665	0.975025	NR2C1,(0.891108891108891),NR1I3,(0.818181818181818),
PDIK1L	chr1	26111164	chr1	26061452	26062257	0.96004	ESRRG,(0.982017982017982),NR2C1,(0.977022977022977),NR2F1,(0.972027972027972),NR1I3,(0.966033966033966),ESRRA,(0.955044955044955),NR4A3,(0.952047952047952),PPARD,(0.95004995004995),ESRRB,(0.939060939060939),NR1I2,(0.896103896103896),NR6A1,(0.85014985014985),NR5A2,(0.84015984015984),
PDIK1L	chr1	26111164	chr1	26224812	26225856	0.974026	PPARG,(0.941058941058941),ZKSCAN4,(0.934065934065934),TCF7L2,(0.893106893106893),ESRRB,(0.867132867132867),RARG,(0.812187812187812),
PDLIM3	chr4	185535558	chr4	185133980	185134950	0.986014	NR2F6,(0.997002997002997),RORA,(0.977022977022977),NR2C1,(0.977022977022977),MEIS1,(0.934065934065934),NR4A2,(0.918081918081918),NR4A3,(0.879120879120879),RXRG,(0.829170829170829),RORC,(0.808191808191808),
PDP1	chr8	93916922	chr8	93922764	93923606	0.968032	ZNF784,(1),RARA,(1),ESRRA,(1),ESRRG,(1),KLF3,(0.999000999000999),NR1H2,(0.998001998001998),NR4A2,(0.998001998001998),ESRRB,(0.994005994005994),NR4A1,(0.991008991008991),MYOD1,(0.975024975024975),
PDP1	chr8	93916922	chr8	94213411	94214361	0.977023	FOSL2,(1),BACH2,(1),JUND,(1),FOS,(1),JUNB,(1),JUN,(1),SNAI2,(1),NR2E1,(1),NR1I3,(1),NR2F2,(1),USF1,(0.999000999000999),FOSL1,(0.999000999000999),HIC1,(0.999000999000999),MTF1,(0.999000999000999),RARA,(0.999000999000999),RARG,(0.999000999000999),FOSB,(0.998001998001998),ATF3,(0.985014985014985),ESR1,(0.977022977022977),SMARCC1,(0.817182817182817),
PDP1	chr8	93916922	chr8	94218835	94219445	0.965035	RARA,(0.992007992007992),
PDP1	chr8	93916922	chr8	94219449	94220080	0.97003	TGIF2,(1),PGR,(1),BACH2,(0.999000999000999),FOSB,(0.999000999000999),FOS,(0.999000999000999),JUNB,(0.999000999000999),FOSL1,(0.999000999000999),JUND,(0.998001998001998),NR2E1,(0.998001998001998),NR2F2,(0.998001998001998),FOSL2,(0.997002997002997),NFE2,(0.808191808191808),
PDP1	chr8	93916922	chr8	94261849	94262794	0.967033	TEAD1,(0.983016983016983),RARB,(0.971028971028971),TFEB,(0.951048951048951),MITF,(0.906093906093906),MEIS1,(0.825174825174825),
PDSS1	chr10	26697423	chr10	26697022	26698074	0.993007	RXRB,(0.976023976023976),KLF3,(0.964035964035964),HES1,(0.948051948051948),PGR,(0.922077922077922),RXRA,(0.902097902097902),NR2F6,(0.89010989010989),NR2F2,(0.88011988011988),
PEBP4	chr8	22941077	chr8	22594859	22595801	0.957043	PPARG,(0.957042957042957),TFCP2,(0.952047952047952),TEAD1,(0.936063936063936),NR1I2,(0.926073926073926),TCF7L2,(0.913086913086913),PPARA,(0.855144855144855),NR1I3,(0.829170829170829),TFCP2L1,(0.805194805194805),
PEBP4	chr8	22941077	chr8	23325519	23326515	0.973027	GCM1,(0.998001998001998),TFCP2,(0.997002997002997),NR4A3,(0.997002997002997),ESRRG,(0.989010989010989),RORA,(0.988011988011988),PPARD,(0.988011988011988),HES1,(0.984015984015984),NR4A1,(0.983016983016983),ESRRB,(0.974025974025974),TFCP2L1,(0.968031968031968),ESRRA,(0.916083916083916),NR5A2,(0.863136863136863),HNF4G,(0.835164835164835),
PFKM	chr12	48105252	chr12	48127147	48127913	0.985015	MEIS2,(0.995004995004995),RXRA,(0.988011988011988),NR1I2,(0.986013986013986),NR3C1,(0.981018981018981),NFE2,(0.971028971028971),NR4A3,(0.943056943056943),NR1I3,(0.922077922077922),SMARCC1,(0.921078921078921),OSR1,(0.883116883116883),NR2F1,(0.881118881118881),FOSB,(0.862137862137862),ATOH1,(0.83016983016983),
PFKM	chr12	48105252	chr12	48131058	48132107	0.972028	TFEB,(0.995004995004995),NR4A1,(0.995004995004995),NR1I2,(0.991008991008991),NR3C1,(0.989010989010989),NR4A2,(0.989010989010989),MITF,(0.969030969030969),ATOH1,(0.968031968031968),FOSB,(0.945054945054945),
PGK1	chrX	78104247	chrX	78063456	78064419	0.985015	KLF3,(0.97002997002997),RORA,(0.959040959040959),PPARD,(0.958041958041958),NR2C1,(0.935064935064935),RXRA,(0.933066933066933),NR2F6,(0.91008991008991),NR2F1,(0.882117882117882),NR2E1,(0.82017982017982),
PGK1	chrX	78104247	chrX	78104793	78105495	0.979021	RARB,(1),HEY1,(0.999000999000999),CREB3L2,(0.999000999000999),RORB,(0.999000999000999),NR4A1,(0.998001998001998),NR4A2,(0.998001998001998),HNF4G,(0.997002997002997),NR4A3,(0.992007992007992),NR1I3,(0.992007992007992),NR2F2,(0.992007992007992),HNF4A,(0.988011988011988),TFEB,(0.985014985014985),NPAS2,(0.983016983016983),KLF3,(0.964035964035964),
PGK1	chrX	78104247	chrX	78139163	78140130	0.982018	ZNF784,(0.979020979020979),ZKSCAN4,(0.965034965034965),NR4A2,(0.955044955044955),NR2F6,(0.948051948051948),NR4A3,(0.936063936063936),RXRA,(0.926073926073926),PPARG,(0.921078921078921),ZKSCAN3,(0.905094905094905),MTF1,(0.857142857142857),
PHC2	chr1	33375593	chr1	33337783	33339506	0.977023	TP73,(0.989010989010989),TCF7L2,(0.987012987012987),RARB,(0.981018981018981),ATOH1,(0.98001998001998),NR3C1,(0.976023976023976),NR4A3,(0.967032967032967),RARA,(0.965034965034965),ESRRG,(0.962037962037962),NR1I3,(0.96003996003996),TEAD1,(0.958041958041958),PPARA,(0.957042957042957),NR4A1,(0.943056943056943),PPARG,(0.938061938061938),ZNF784,(0.932067932067932),NR2E1,(0.932067932067932),NR2F2,(0.931068931068931),RORA,(0.887112887112887),SNAI2,(0.859140859140859),NR1I2,(0.827172827172827),PGR,(0.814185814185814),
PHC2	chr1	33375593	chr1	33341908	33342898	0.978022	JUNB,(0.986013986013986),SNAI2,(0.977022977022977),MEIS1,(0.975024975024975),BACH2,(0.95004995004995),NFE2,(0.937062937062937),FOSL1,(0.934065934065934),SMARCC1,(0.93006993006993),FOSB,(0.888111888111888),PPARG,(0.86013986013986),
PHF7	chr3	52410659	chr3	51967070	51968044	0.99001	KLF3,(0.949050949050949),ZIC3,(0.917082917082917),PPARD,(0.88011988011988),
PHF7	chr3	52410659	chr3	51968089	51968735	0.973027	KLF3,(1),ZIC3,(0.999000999000999),NR4A3,(0.994005994005994),PPARG,(0.991008991008991),ESR2,(0.982017982017982),NR2E1,(0.974025974025974),MTF1,(0.961038961038961),
PHTF2	chr7	77798772	chr7	77720468	77721418	0.958042	TP73,(0.991008991008991),NR3C1,(0.958041958041958),ZIC3,(0.955044955044955),PGR,(0.92007992007992),
PKM	chr15	72231624	chr15	72203142	72204004	0.967033	TCF7L2,(0.97002997002997),NR1I2,(0.968031968031968),GCM1,(0.96003996003996),NR1I3,(0.935064935064935),TFCP2,(0.902097902097902),MITF,(0.897102897102897),TP73,(0.895104895104895),
PKM	chr15	72231624	chr15	72213110	72213934	0.981019	NR4A2,(0.969030969030969),RARB,(0.952047952047952),NR1I3,(0.946053946053946),NR4A3,(0.941058941058941),NR2F1,(0.935064935064935),TP73,(0.917082917082917),ZNF784,(0.849150849150849),NR1I2,(0.817182817182817),
PKM	chr15	72231624	chr15	72215457	72216439	0.978022	ESRRG,(0.999000999000999),NR4A2,(0.997002997002997),ESRRA,(0.996003996003996),HES1,(0.988011988011988),ESRRB,(0.982017982017982),BACH2,(0.951048951048951),NR6A1,(0.824175824175824),
PLIN4	chr19	4518486	chr19	4510523	4511427	0.968032	TFCP2,(0.998001998001998),GLIS1,(0.921078921078921),ZIC1,(0.918081918081918),NR3C1,(0.918081918081918),GLI1,(0.863136863136863),ZIC3,(0.86013986013986),
PM20D2	chr6	89146054	chr6	89375160	89376096	0.955045	NR4A2,(0.95004995004995),PPARD,(0.939060939060939),NR2F2,(0.919080919080919),NR6A1,(0.911088911088911),ESRRG,(0.888111888111888),KLF3,(0.875124875124875),TP73,(0.873126873126873),
PPP1R3C	chr10	91633071	chr10	91563806	91564762	0.984016	PPARD,(0.957042957042957),NR4A1,(0.954045954045954),HES1,(0.952047952047952),TP73,(0.916083916083916),HNF4G,(0.882117882117882),TGIF2,(0.871128871128871),PPARA,(0.83016983016983),

PPP1R3E	chr14	23302859	chr14	23146355	23147284	0.957043	NR4A1,(0.995004995004995),NR4A2,(0.987012987012987),MYOD1,(0.984015984015984),HNF4G,(0.984015984015984),ZKSCAN3,(0.97002997002997),NR2F2,(0.964035964035964),TEAD1,(0.959040959040959),FOSL2,(0.958041958041958),JUN,(0.958041958041958),PPARD,(0.951048951048951),NR4A3,(0.95004995004995),ZKSCAN4,(0.949050949050949),SMARCC1,(0.947052947052947),TFEB,(0.925074925074925),FOS,(0.921078921078921),RXRB,(0.921078921078921),JUNB,(0.912087912087912),FOSL1,(0.909090909090909),ZIC1,(0.905094905094905),RXRA,(0.904095904095904),NR2E1,(0.871128871128871),MITF,(0.859140859140859),
PPP2R2D	chr10	131901007	chr10	131997569	131998409	0.977023	TFCP2L1,(0.97002997002997),TEAD1,(0.926073926073926),NR3C1,(0.893106893106893),
PPP2R2D	chr10	131901007	chr10	132208166	132209118	0.95005	NPAS2,(1),MYC,(0.999000999000999),NR2C1,(0.999000999000999),KLF3,(0.996003996003996),TFEB,(0.995004995004995),HES1,(0.993006993006993),GLI1,(0.951048951048951),NR4A3,(0.951048951048951),NR1H3,(0.911088911088911),CREB3L2,(0.902097902097902),USF2,(0.842157842157842),MYF5,(0.829170829170829),NR1I3,(0.809190809190809),
PPTC7	chr12	110583318	chr12	110512263	110513257	0.986014	MYOD1,(0.94005994005994),ATOH1,(0.879120879120879),
PPTC7	chr12	110583318	chr12	110563723	110564678	0.977023	NR4A2,(0.999000999000999),ESRRG,(0.998001998001998),RARA,(0.994005994005994),ZIC3,(0.992007992007992),ZKSCAN3,(0.992007992007992),NR5A2,(0.988011988011988),NR4A3,(0.984015984015984),ZKSCAN4,(0.982017982017982),NR4A1,(0.98001998001998),PPARD,(0.976023976023976),MTF1,(0.973026973026973),JUN,(0.968031968031968),NR2F2,(0.962037962037962),USF2,(0.872127872127872),FOS,(0.861138861138861),GLI1,(0.823176823176823),
PPTC7	chr12	110583318	chr12	110575021	110575884	0.977023	RARB,(1),NR4A2,(1),RORB,(1),PPARD,(0.999000999000999),
PPTC7	chr12	110583318	chr12	110578790	110579734	0.976024	MEIS2,(1),ATOH1,(1),TCF7L2,(0.999000999000999),NR1I2,(0.998001998001998),CREB3L1,(0.997002997002997),MTF1,(0.996003996003996),NR1I3,(0.994005994005994),RARA,(0.99000999000999),TGIF2,(0.97002997002997),SNAI2,(0.947052947052947),ESRRB,(0.947052947052947),MYOD1,(0.921078921078921),MAF,(0.844155844155844),
PPTC7	chr12	110583318	chr12	110580829	110581616	0.988012	MEIS1,(0.972027972027972),NR2E1,(0.925074925074925),NR2C1,(0.854145854145854),
PPTC7	chr12	110583318	chr12	110581859	110582767	0.998002	ESRRG,(0.96003996003996),NR4A3,(0.959040959040959),ESRRA,(0.866133866133866),USF2,(0.862137862137862),NR2F2,(0.814185814185814),
PRKAA2	chr1	56645313	chr1	56508108	56509156	0.984016	TFEB,(0.999000999000999),TFCP2,(0.999000999000999),PPARD,(0.999000999000999),PPARA,(0.998001998001998),TCF7L2,(0.998001998001998),HEY1,(0.996003996003996),ATOH1,(0.995004995004995),NR4A3,(0.991008991008991),MITF,(0.987012987012987),NR2C1,(0.986013986013986),MEIS1,(0.958041958041958),HNF4A,(0.808191808191808),NR2F1,(0.804195804195804),
PRKAA2	chr1	56645313	chr1	56545423	56546432	0.98002	MYCN,(1),RXRA,(1),MXI1,(0.999000999000999),MYC,(0.999000999000999),MITF,(0.999000999000999),TFEB,(0.998001998001998),PPARD,(0.998001998001998),KLF3,(0.997002997002997),RXRB,(0.997002997002997),NR2C1,(0.996003996003996),NR4A2,(0.995004995004995),PPARA,(0.995004995004995),NPAS2,(0.993006993006993),MAF,(0.993006993006993),CREB3L2,(0.992007992007992),NR4A3,(0.99000999000999),HNF4A,(0.981018981018981),TFCP2,(0.98001998001998),ESRRA,(0.978021978021978),NR2F6,(0.975024975024975),
PRKAG2	chr7	151877115	chr7	151517825	151518589	0.998002	MEIS1,(0.991008991008991),HES1,(0.986013986013986),ZNF784,(0.958041958041958),NFE2,(0.904095904095904),PPARG,(0.847152847152847),PPARA,(0.831168831168831),
PRKAG2	chr7	151877115	chr7	151717183	151718085	0.992008	ZNF784,(1),TEAD1,(1),KLF3,(0.999000999000999),JDP2,(0.998001998001998),NR4A3,(0.998001998001998),PPARA,(0.998001998001998),ESRRG,(0.998001998001998),NR5A2,(0.98001998001998),ATOH1,(0.974025974025974),ESRRA,(0.943056943056943),ESRRB,(0.928071928071928),NR4A1,(0.928071928071928),NR2F2,(0.816183816183816),
PRKAG2	chr7	151877115	chr7	151736059	151736999	1	MEIS1,(0.962037962037962),
PRKAG2	chr7	151877115	chr7	151753843	151754801	0.995005	HIC1,(0.941058941058941),JUN,(0.929070929070929),BACH2,(0.92007992007992),JUNB,(0.917082917082917),SMARCC1,(0.911088911088911),SNAI2,(0.874125874125874),
PRKCE	chr2	45651674	chr2	45759053	45760047	0.971029	FOSB,(0.965034965034965),TCF7L2,(0.952047952047952),ZNF691,(0.918081918081918),TFCP2,(0.91008991008991),BACH2,(0.904095904095904),OSR1,(0.822177822177822),
PSMA7	chr20	62143394	chr20	62117360	62118212	0.975025	PPARD,(0.985014985014985),NR1I2,(0.979020979020979),ZIC3,(0.975024975024975),HES1,(0.97002997002997),MITF,(0.97002997002997),NR1I3,(0.967032967032967),TFEB,(0.965034965034965),MEIS1,(0.916083916083916),
PSMA7	chr20	62143394	chr20	62555145	62556175	0.952048	HNF4G,(0.997002997002997),PPARD,(0.984015984015984),ESR1,(0.981018981018981),MYOD1,(0.963036963036963),PPARA,(0.958041958041958),HIC1,(0.947052947052947),KLF3,(0.933066933066933),NR2E1,(0.867132867132867),
PSMD8	chr19	38374549	chr19	38171749	38172539	0.969031	RARA,(1),RXRA,(0.998001998001998),NPAS2,(0.995004995004995),NR4A1,(0.992007992007992),NR2E1,(0.99000999000999),HEY1,(0.989010989010989),PPARD,(0.989010989010989),HES1,(0.974025974025974),NR3C1,(0.972027972027972),NR4A2,(0.97002997002997),MITF,(0.967032967032967),NR4A3,(0.967032967032967),RXRG,(0.959040959040959),MEIS2,(0.95004995004995),MYC,(0.935064935064935),MXI1,(0.934065934065934),GCM1,(0.934065934065934),ZNF784,(0.88011988011988),CREB3L2,(0.869130869130869),
PSMG4	chr6	3258946	chr6	3340339	3341952	0.975025	MXI1,(1),NR2E1,(1),NR2F6,(1),RXRA,(1),MEIS2,(0.999000999000999),NR5A2,(0.999000999000999),NR1I2,(0.999000999000999),ATOH1,(0.996003996003996),NR4A2,(0.995004995004995),ZKSCAN4,(0.984015984015984),RXRB,(0.98001998001998),ZKSCAN3,(0.978021978021978),SNAI2,(0.93006993006993),MITF,(0.922077922077922),TGIF2,(0.921078921078921),NR2F1,(0.857142857142857),
PTP4A3	chr8	141392020	chr8	141311352	141312313	0.983017	TP73,(0.942057942057942),KLF3,(0.938061938061938),PPARA,(0.914085914085914),ZNF219,(0.879120879120879),HNF4A,(0.871128871128871),
PTPN3	chr9	109498307	chr9	109419916	109420929	0.974026	RORC,(0.995004995004995),NR4A3,(0.983016983016983),NR3C1,(0.982017982017982),RORA,(0.95004995004995),NR4A2,(0.923076923076923),TFEB,(0.863136863136863),MITF,(0.834165834165834),
PTPN3	chr9	109498307	chr9	109497454	109498455	0.993007	ZNF784,(0.91008991008991),
PVT1	chr8	127794532	chr8	127733673	127734594	0.999001	RORC,(0.939060939060939),NR3C1,(0.92007992007992),RXRG,(0.92007992007992),RXRA,(0.91008991008991),SNAI2,(0.82017982017982),
RAB11FIP3	chr16	425648	chr16	326921	328033	0.964036	SMARCC1,(1),HES1,(0.999000999000999),FOSL2,(0.999000999000999),BACH1,(0.999000999000999),JUN,(0.999000999000999),KLF3,(0.996003996003996),ESR2,(0.996003996003996),PPARG,(0.994005994005994),JDP2,(0.992007992007992),BACH2,(0.991008991008991),PGR,(0.991008991008991),JUNB,(0.99000999000999),FOSL1,(0.975024975024975),JUND,(0.958041958041958),HLTF,(0.946053946053946),MITF,(0.935064935064935),ESR1,(0.865134865134865),NR2E1,(0.829170829170829),NR2C1,(0.82017982017982),TFCP2L1,(0.807192807192807),
RAB11FIP3	chr16	425648	chr16	627193	628045	0.996004	KLF3,(0.877122877122877),
RAB11FIP3	chr16	425648	chr16	645595	646504	0.987013	PPARD,(0.94005994005994),ATOH1,(0.934065934065934),MITF,(0.886113886113886),SNAI2,(0.862137862137862),
RAB40C	chr16	589356	chr16	627193	628045	0.975025	KLF3,(0.877122877122877),
RAB6A	chr11	73761074	chr11	74011158	74012140	0.971029	KLF3,(1),MEIS2,(1),NR1I2,(1),NR1I3,(0.995004995004995),NR5A2,(0.993006993006993),
RAB7A	chr3	128726182	chr3	128793361	128794337	0.968032	NR2E1,(1),NR4A1,(0.999000999000999),NR4A3,(0.998001998001998),RXRA,(0.994005994005994),NR3C1,(0.976023976023976),ESRRA,(0.948051948051948),ESRRG,(0.899100899100899),RXRB,(0.881118881118881),RXRG,(0.843156843156843),NR2C1,(0.835164835164835),
RAPGEF1	chr9	131740076	chr9	131299025	131300006	0.973027	ESR2,(0.963036963036963),ZIC3,(0.959040959040959),NR2F2,(0.86013986013986),KLF3,(0.839160839160839),
RBM20	chr10	110644335	chr10	110708820	110709771	0.984016	ZIC3,(1),NR4A2,(1),TCF7L2,(0.999000999000999),NR1I3,(0.997002997002997),RORC,(0.987012987012987),GLI1,(0.97002997002997),SNAI2,(0.829170829170829),HIC1,(0.81018981018981),
RELL1	chr4	37686376	chr4	37628637	37629621	0.962038	NR4A2,(0.981018981018981),FOSL1,(0.975024975024975),BACH2,(0.97002997002997),JUNB,(0.961038961038961),NR4A1,(0.961038961038961),FOSB,(0.96003996003996),JUN,(0.959040959040959),NR1I3,(0.959040959040959),TEAD1,(0.935064935064935),RARG,(0.915084915084915),RORA,(0.91008991008991),ESRRA,(0.882117882117882),FOSL2,(0.863136863136863),RARB,(0.857142857142857),BACH1,(0.806193806193806),
RELL1	chr4	37686376	chr4	38112688	38113631	0.983017	MEIS1,(1),ESR2,(1),NR6A1,(0.999000999000999),ESRRA,(0.999000999000999),TFEB,(0.995004995004995),ESRRB,(0.995004995004995),TEAD1,(0.991008991008991),ESRRG,(0.981018981018981),MYF5,(0.888111888111888),NR2F2,(0.875124875124875),NR4A1,(0.856143856143856),
RFTN1	chr3	16513699	chr3	16370641	16371605	0.997003	HNF4G,(0.994005994005994),NR4A2,(0.992007992007992),KLF3,(0.977022977022977),NR4A1,(0.977022977022977),ESRRG,(0.975024975024975),RORC,(0.974025974025974),NR2F1,(0.968031968031968),RXRA,(0.953046953046953),ESRRB,(0.886113886113886),NR2F2,(0.854145854145854),RXRB,(0.822177822177822),
RFTN1	chr3	16513699	chr3	16513134	16514145	0.996004	MYC,(0.954045954045954),NR2C1,(0.932067932067932),
RFTN1	chr3	16513699	chr3	16768002	16768994	0.97003	ESR2,(0.975024975024975),NR2C1,(0.972027972027972),MYF5,(0.96003996003996),RARG,(0.957042957042957),NR2F2,(0.882117882117882),RARA,(0.867132867132867),PGR,(0.834165834165834),OSR1,(0.833166833166833),
RFTN1	chr3	16513699	chr3	16881973	16882878	0.998002	RXRB,(0.996003996003996),HLTF,(0.99000999000999),NR1I2,(0.986013986013986),RXRA,(0.918081918081918),
RFTN1	chr3	16513699	chr3	16897128	16898023	0.982018	ESR1,(0.999000999000999),RARA,(0.997002997002997),NR4A3,(0.996003996003996),MYOD1,(0.995004995004995),ESRRA,(0.995004995004995),NR2C1,(0.99000999000999),ESRRG,(0.989010989010989),HNF4G,(0.987012987012987),DMBX1,(0.986013986013986),RORA,(0.983016983016983),NR4A1,(0.982017982017982),RXRA,(0.981018981018981),TGIF2,(0.976023976023976),MAF,(0.975024975024975),NR4A2,(0.951048951048951),ESR2,(0.925074925074925),CREB3L1,(0.883116883116883),HLTF,(0.849150849150849),RXRG,(0.812187812187812),
RFTN1	chr3	16513699	chr3	16898440	16899391	0.992008	MEIS1,(0.997002997002997),HNF4A,(0.965034965034965),PPARG,(0.961038961038961),NR2F1,(0.955044955044955),
RHEB	chr7	151519895	chr7	151517825	151518589	0.963037	MEIS1,(0.991008991008991),HES1,(0.986013986013986),ZNF784,(0.958041958041958),NFE2,(0.904095904095904),PPARG,(0.847152847152847),PPARA,(0.831168831168831),
RHEB	chr7	151519895	chr7	151717183	151718085	0.962038	ZNF784,(1),TEAD1,(1),KLF3,(0.999000999000999),JDP2,(0.998001998001998),NR4A3,(0.998001998001998),PPARA,(0.998001998001998),ESRRG,(0.998001998001998),NR5A2,(0.98001998001998),ATOH1,(0.974025974025974),ESRRA,(0.943056943056943),ESRRB,(0.928071928071928),NR4A1,(0.928071928071928),NR2F2,(0.816183816183816),
RHEB	chr7	151519895	chr7	151736059	151736999	0.97003	MEIS1,(0.962037962037962),
RHEB	chr7	151519895	chr7	151753843	151754801	0.974026	HIC1,(0.941058941058941),JUN,(0.929070929070929),BACH2,(0.92007992007992),JUNB,(0.917082917082917),SMARCC1,(0.911088911088911),SNAI2,(0.874125874125874),
RIN2	chr20	19886520	chr20	20073653	20074593	0.964036	MEIS1,(1),DMBX1,(0.998001998001998),KLF3,(0.997002997002997),TCF7L2,(0.997002997002997),FOSB,(0.996003996003996),MAF,(0.994005994005994),SMARCC1,(0.974025974025974),MITF,(0.953046953046953),FOSL1,(0.94005994005994),PPARA,(0.878121878121878),
RIN2	chr20	19886520	chr20	20138032	20139002	0.974026	HNF4G,(0.999000999000999),CREB3L2,(0.995004995004995),NPAS2,(0.993006993006993),MXI1,(0.982017982017982),TCF7L2,(0.968031968031968),HEY1,(0.953046953046953),NR3C1,(0.939060939060939),MYC,(0.937062937062937),
RNF130	chr5	180071759	chr5	179875809	179876819	0.965035	RORC,(1),ZIC1,(0.999000999000999),NR1H3,(0.995004995004995),ESR1,(0.993006993006993),MXI1,(0.992007992007992),NR3C1,(0.98001998001998),RORA,(0.972027972027972),ATOH1,(0.956043956043956),
RNF149	chr2	101308701	chr2	100818646	100819588	0.951049	RORC,(0.982017982017982),MYC,(0.973026973026973),MXI1,(0.967032967032967),RORA,(0.929070929070929),HEY1,(0.908091908091908),NR4A3,(0.898101898101898),HES1,(0.883116883116883),
RNF168	chr3	196503768	chr3	196179321	196180318	0.967033	BACH1,(1),TCF7L2,(0.992007992007992),JDP2,(0.991008991008991),SMARCC1,(0.989010989010989),JUN,(0.983016983016983),FOSL2,(0.956043956043956),FOSL1,(0.949050949050949),JUNB,(0.947052947052947),BACH2,(0.931068931068931),ATOH1,(0.909090909090909),PPARA,(0.846153846153846),
RP9	chr7	33109404	chr7	32937368	32938342	0.963037	RARA,(0.979020979020979),ESRRG,(0.976023976023976),NR4A2,(0.97002997002997),FOSL2,(0.969030969030969),HLTF,(0.918081918081918),PPARD,(0.91008991008991),NR1I3,(0.909090909090909),ESRRB,(0.858141858141858),FOSB,(0.842157842157842),NR4A3,(0.827172827172827),
RPL31	chr2	101002228	chr2	100818646	100819588	0.98002	RORC,(0.982017982017982),MYC,(0.973026973026973),MXI1,(0.967032967032967),RORA,(0.929070929070929),HEY1,(0.908091908091908),NR4A3,(0.898101898101898),HES1,(0.883116883116883),
RPL31	chr2	101002228	chr2	101108131	101109073	0.978022	MYF5,(0.877122877122877),NR1H4,(0.869130869130869),ESR1,(0.835164835164835),HIC1,(0.822177822177822),ESR2,(0.82017982017982),ESRRB,(0.809190809190809),
RPTOR	chr17	80544837	chr17	80648864	80649768	0.972028	NR1I3,(0.915084915084915),
RPTOR	chr17	80544837	chr17	80958853	80960157	0.98002	FOS,(0.968031968031968),RARA,(0.956043956043956),BACH1,(0.953046953046953),ESR1,(0.951048951048951),TCF7L2,(0.937062937062937),ZKSCAN4,(0.928071928071928),JUN,(0.921078921078921),JUNB,(0.918081918081918),JDP2,(0.888111888111888),HIC1,(0.865134865134865),MYF5,(0.803196803196803),
RTN2	chr19	45497047	chr19	45098177	45099179	0.98002	CREB3L2,(0.992007992007992),TCF7L2,(0.988011988011988),MXI1,(0.987012987012987),HEY1,(0.986013986013986),BACH2,(0.981018981018981),JUN,(0.981018981018981),NR4A3,(0.974025974025974),NR3C1,(0.972027972027972),ZNF691,(0.965034965034965),FOSL1,(0.961038961038961),MYC,(0.955044955044955),JUNB,(0.952047952047952),SNAI2,(0.944055944055944),HES1,(0.94005994005994),MYOD1,(0.924075924075924),MITF,(0.919080919080919),MEIS1,(0.912087912087912),FOSL2,(0.888111888111888),TFEB,(0.886113886113886),ESR1,(0.886113886113886),SMARCC1,(0.867132867132867),PGR,(0.829170829170829),ATF3,(0.818181818181818),
RTN4RL1	chr17	2025334	chr17	1586899	1587849	0.997003	ESRRG,(0.977022977022977),NR4A2,(0.969030969030969),ESRRB,(0.968031968031968),MEIS2,(0.953046953046953),NR4A1,(0.953046953046953),TEAD1,(0.953046953046953),NR4A3,(0.947052947052947),TP73,(0.914085914085914),ESRRA,(0.901098901098901),NR5A2,(0.884115884115884),MEIS1,(0.855144855144855),JUND,(0.852147852147852),TGIF2,(0.807192807192807),
